"","AA","A","B","C","D","E","FF","G","Volume"
"1","37313",0,0,0,0,0.0021052165048974,0.000997207818109294,8.86406949430484e-05,353733.57270281
"2","40213",0,0,0,0,0.00188087774294671,0.00395256916996047,0.00520648766525828,407112.618007056
"3","40214",0,0,0,0,0,8.16237688414866e-05,8.16237688414866e-05,641722.558480456
"4","40800",0,0,0,0,0,0,8.74814102003324e-05,402643.450504181
"5","40801",0,0,0,0.000126097044285282,0.000781801674568748,0.00108443458085342,0.00103399576313931,344729.60281131
"6","41430",0,0,0,0.000283601300202884,0.00401404917210236,0.00541024018848579,0.00486485307271101,372698.781872269
"7","41431",0,0,0,0.00562394127611519,0.00612083568605308,0.00747600225861095,0.00560135516657256,435854.884902052
"8","42019",0,0,0,0,0,0,6.51847989048954e-05,3949681.33244635
"9","42020",0,0,0,0,0,0.000718109413761588,0.00776863820342081,3584091.36510196
"10","42021",0,0,0,0.00724274089748904,0.00970789066079103,0.0165797683195532,0.0162743515347193,388830.903285304
"11","42022",0,0,0,0.0144193725921849,0.0184039625756742,0.0222784810126582,0.0219702806824436,360505.090293132
"12","42589",0,0,0,0,0,0.0065002152389152,0.0105036590615583,2941299.16788004
"13","42590",0,0,0,0,0.00133916614587983,0.00763324703151504,0.00966431568609945,3119427.63367715
"14","42591",6.68210976478974e-05,0,0,0.0111591233071989,0.0171284746970777,0.0248797220242338,0.0312945473984319,519699.857487113
"15","42592",0.034165727504597,0,0,0.0314372145441604,0.0824485438044961,0.0856515807580521,0.080135239338039,373762.046178621
"16","43182",0,0,0,0,0,0,0.00117508813160987,3335848.90943953
"17","43183",0,0,0,0,0,0,0.00787376874333396,4080539.261383
"18","43186",0,0,0,0.00543478260869565,0.00135869565217391,0.0108695652173913,0.0217391304347826,2451004.54209038
"19","43187",0.0502288329519451,0.00537757437070938,0.00080091533180778,0.0760869565217391,0.0861556064073227,0.127803203661327,0.0789473684210526,461764.598936426
"20","43188",0.0559963327338764,0.0049719665714588,0.000317359568390987,0.0577947036214253,0.104340773652103,0.148065869741528,0.090165379597306,416428.977596818
"21","43748",0,0,0,0,0,0,0.000348523133222968,2776696.74368389
"22","43749",0,0,0,0,0,0.00277290353328567,0.0126297090617621,2776827.70600969
"23","43750",0.001906941266209,0,0,0.0097254004576659,0.00598302822273074,0.0270547292143402,0.0414044622425629,4060248.68974258
"24","43751",0,0,0,0.000581648974843682,0.000654355096699142,0.00610731423585866,0.0330085793223789,3610620.96481171
"25","43754",0.0413258717176065,0.0551011622901421,0.00731812311665949,0.0927679724494189,0.0822212656048213,0.109556607834697,0.0271201033146793,532092.850577762
"26","43755",0.0659761742165566,0.0343728659230594,0.00462857576447378,0.0937855679490098,0.085628651642765,0.119318612944836,0.0454890355869186,412165.741972403
"27","44277",0,0,0,0,0,0.000629804977631065,0.000803544281805151,2896988.64762583
"28","44278",0,0,0,6.50547544183021e-05,8.67396725577361e-05,0.00301420362138133,0.0173913043478261,3080918.94168459
"29","44279",0.0315511752649252,0,0,0.0203218350704287,0.0732196589769308,0.0500850377218612,0.0754437224717631,3518260.29627873
"30","44280",0.0184322521279043,0,0,0.0355417529330573,0.045778697952611,0.0536289394985047,0.0990625718886588,3475560.97902061
"31","44281",0.0670596904937362,0.0260378285433554,0.00245639891918448,0.10759027266028,0.101940555146156,0.13289118152788,0.0547776958978138,2527414.77657472
"32","44283",0.000387046832666753,0.0274803251193394,0.00361243710488969,0.0909560056766869,0.0776673977551284,0.00399948393755644,0.000645078054444588,472030.538422693
"33","44284",0.0155587495508444,0.04699964067553,0.00765361121092346,0.105102407473949,0.0901185770750988,0.0394538268056055,0.00894717930291053,393894.266979693
"34","44803",0,0,0,0,0,0.00145797971884928,0.0087261174217696,2958390.05615673
"35","44804",0,0,0,0.00248074161117639,0.00417809113461287,0.0135570352961657,0.0488532010271141,3003051.31396075
"36","44805",0.0260087347630533,0.00521478391239163,0.000934315450970167,0.0158833626664928,0.0405666731851466,0.0765921387132521,0.047976011994003,3474472.33506353
"37","44806",0.043629753067717,0.00854848832427987,0.00216417425931136,0.0402536412231913,0.0549483844439154,0.0804207154760101,0.0296924708377519,3708437.82462343
"38","44807",0.021511211443704,0.0606264516269075,0.010636219583668,0.160693741995702,0.0816384119472964,0.0788816774837743,0.039484251883045,3137772.16924136
"39","44808",0.0221141389577036,0.0924566467419714,0.0102275051705721,0.177299484079184,0.0832973476669924,0.091161162753699,0.0422055046705607,2291452.08849106
"40","44809",0,0.0240084193909097,0.00293801661952685,0.140235479839505,0.0408910522046087,0.0356947093775351,0.000285031463088426,644482.004828411
"41","44810",0,0.00758421208463343,0.000751588584963673,0.0557769831689708,0.0203156672056847,0.00321133304484479,0,494985.36544682
"42","44811",0,0.00506215197705158,0.000590584397322684,0.0431689071376343,0.00722762810056809,0.000168738399235053,0,379425.211452482
"43","45324",0,0,0,0,0,0.00191017821094445,0.0214243851613884,1756036.99201627
"44","45325",4.35435762339161e-05,0,0,0,0.00431081404715769,0.0295007728984782,0.0562583004942196,1840809.02182737
"45","45326",0.0230550057637514,0.0096135024033756,0.00128325032081258,0.0278835069708767,0.088283272070818,0.0684472671118168,0.0190312547578137,3069420.52229003
"46","45327",0.0211304347826087,0.0195434782608696,0.00295652173913043,0.0806521739130435,0.0845434782608696,0.0641086956521739,0.0186304347826087,3092978.12496069
"47","45328",0.00217065705789142,0.0309752762161106,0.00253966875773297,0.18372441337993,0.0544400790119169,0.0243981853306996,0.00753217999088324,2894893.82131643
"48","45329",0.0009807126511932,0.0304674730304021,0.00300751879699248,0.109512912716574,0.0303367113435763,0.0112019178380734,0.00263702735098616,2858329.70901627
"49","45330",0.00302779471987453,0.0319769974732073,0.00376840637797334,0.197895791583166,0.044066393656879,0.0201272109436264,0.00457436612355145,2553250.5908457
"50","45331",0,0.00513300128325032,0.000261000065250016,0.0513517628379407,0.0063727515931879,0.00278400069600017,0,402435.80097538
"51","45332",0,0.00211873758552196,0.000308982564555286,0.0306996248068859,0.00264842198190245,0.002162877951887,0,393395.544936138
"52","45812",0,0,0,0,0.00178171783673381,0.00808291506420703,0.0174260695739087,1410580.43835981
"53","45813",0.000804347826086957,0,0,0.00721739130434783,0.0320217391304348,0.0325652173913044,0.0272391304347826,1495135.72165673
"54","45814",0.0128438774624664,0.0163585871734791,0.00156209320489456,0.129198125488154,0.0765425670398334,0.0458864878937777,0.0116072203419248,3544694.06011725
"55","45815",0.00881286765503918,0.0238121079250689,0.00321257244567931,0.180794026351777,0.079207276042458,0.0579999565868588,0.0200568712149168,2955401.6707804
"56","45816",0.00113270018297464,0.0225450901803607,0.00289709854491592,0.171451598849874,0.0252243617670123,0.0132220963666463,0.00119804827045395,2816341.82136764
"57","45817",0,0.00744105559160718,0.00103828682673589,0.0955223880597015,0.0205061648280337,0.0218040233614536,0.00054077438892494,2885284.43116877
"58","45818",0,0,0,0.00890912259301211,0,0,0,440776.141263038
"59","45819",0,0,0,0.00196091689769423,0,0,0,387074.457911968
"60","45820",0,0,0,0.0168828629163679,0,0,0,419947.805405367
"61","45821",0,0,0,0.00244551691302184,0,0,0,339435.938052298
"62","46234",8.717445788384e-05,0,0,0.001634521085322,0.00690857578729432,0.00817260542661,0.0073008608477716,1450354.46445756
"63","46235",0.00213256734995865,0,0,0.0253079166122644,0.0329242285764025,0.0166906036471254,0.0126430778604692,3141853.64963911
"64","46236",0.0177559747335518,0.0140875643057153,0.001519459940524,0.130326249755801,0.0402873949944648,0.0338188369619484,0.0167791790575007,1834007.37928246
"65","46237",0.0103715572492638,0.0182530746578902,0.00272821756452451,0.191798025290144,0.0782738610774294,0.0627273514637104,0.028040013857613,1822261.19196761
"66","46238",0.00291727893508514,0.00866539891088253,0.000929207364508601,0.157576281441784,0.0859840954274354,0.0377949693145475,0.00734722102169591,1573954.17724867
"67","46239",0.000674250168562542,0.023642255910564,0.00263175065793766,0.103421275855319,0.0581812645453161,0.0480457620114405,0.00428475107118777,1643825.75601352
"68","46240",0.000108532852894571,0.00117215481126137,0.000195359135210228,0.0700253966875773,0.00824849681998741,0.0018233519286288,4.34131411578285e-05,361028.531046991
"69","46241",0,0,0,0.00848711171463906,0,0,0,314590.736633205
"70","46663",6.54793085385018e-05,0,0,0.00637331936441418,0.00423432861882312,0.0109568709621093,0.00825039287585123,3445037.80963839
"71","46664",0.000109186993645317,0,0,0.0139540977878715,0.0155700652938222,0.018954862096827,0.00622365863778307,3760308.13743666
"72","46665",0.0118396684010936,0.00374812593703148,0.000859864185554282,0.0476232471999294,0.0295220037040303,0.0116191904047976,0.012964106182203,609578.156953274
"73","46666",0.012326422737809,0.0146660600940188,0.00125647191352007,0.0845735577652131,0.052035267866814,0.0516453283074457,0.0216199822360867,585072.53799506
"74","46667",0.0201086956521739,0.0225869565217391,0.00280434782608696,0.0806086956521739,0.0428913043478261,0.0641739130434783,0.0226304347826087,505019.268250512
"75","46668",0.0170657085917984,0.0151851124147416,0.00224548797260505,0.0546495635332753,0.0370224829483257,0.0310438712212648,0.00892581469110506,516051.121923187
"76","46669",0.0026060895626113,0.0160491682230813,0.00193284975893672,0.121704382573948,0.0617426052208661,0.0287972896668549,0.00204143682404552,672040.235609921
"77","46670",0.000406338886631451,0.00228565623730191,7.6188541243397e-05,0.0709569280780171,0.03992279561154,0.0171170255993499,0.00358086143843966,473687.037611972
"78","47092",0,0,0,0,0.0041449420798883,0.000218154846309911,0.00879164030628941,3437538.59030453
"79","47093",0,0,0,0.000869130652065272,0.0014340655759077,0.0038241748690872,0.00351997914086435,2729699.78827406
"80","47094",0.00132675033168758,0,0,0.0128977532244383,0.00624225156056289,0.0126802531700633,0.00297975074493769,2698698.94005906
"81","47095",0.00692270785258973,0.000137083323813658,0,0.0319404144485823,0.0195343736434463,0.0215449290593799,0.00642006899860632,659455.426303682
"82","47096",0.0156011700877566,0.0132759956996775,0.000575043128234618,0.034777608320624,0.0250518788909168,0.0230767307548066,0.0139010425781934,548249.325569515
"83","47097",0.00943621595795509,0.0146121993948081,0.000796305144131231,0.0589265806657111,0.0673275999362956,0.0448717948717949,0.0328874024526198,587069.280586691
"84","47098",0.0136691299814118,0.0215351135693884,0.00228952260053498,0.0615450877272521,0.0309878949993199,0.0486920252074171,0.0184975291290747,464443.341865955
"85","47099",0.0116448010408761,0.0563157324081102,0.00728613249484983,0.133991109183563,0.0457118074379269,0.061802016697387,0.0124254580938957,616810.957042912
"86","47100",0.00663707185446316,0.0269182225703965,0.00298124211167689,0.144470557514036,0.0578186882534709,0.0391696043869957,0.00393872133002568,743004.320951118
"87","47549",0,0,0,0.000369565217391304,0.00752173913043478,0.00239130434782609,0.00860869565217391,1779552.50026892
"88","47550",0,0,0,0.00555275113579,0.0214867326558831,0.0139147992888967,0.0195553409564778,458970.979671924
"89","47551",0.00353661501735152,0,0,0.0112508565239495,0.0180809442762096,0.0139254216308216,0.0120465949028536,522570.923290087
"90","47552",0.00273516990875473,0,0,0.0320780726898755,0.0187742062536925,0.0331721406533774,0.00859937419312488,433787.1791492
"91","47553",0.00264498218462413,0.00760705620040658,0.000590202636238442,0.0322862701379325,0.0152796904715063,0.040527247688373,0.0186678907906529,1437333.05620377
"92","47554",0.00129915122120215,0.000433050407067383,6.49575610601074e-05,0.0207864195392344,0.0281049714186731,0.0308115364628443,0.0197904036029794,1379721.16986914
"93","47555",0.00409309616598811,0.00259084278591801,0.000522522914806993,0.0249722409701509,0.0241884565979404,0.0280856066708759,0.0225120289129346,1275908.56281623
"94","47556",0.00222072238792972,0.00139339443948531,0.000261261457403497,0.0189196838736365,0.0128671267771222,0.00931832531405804,0.00400600901352028,2667417.26516117
"95","47557",0.0036812755946676,0.00193865992855276,0.000283175045743661,0.0183845952775115,0.0134834887165636,0.0102814324300775,0.00228718306177573,792348.426875321
"96","47558",0.00359054706880794,0.0251773512643078,0.00230665448056752,0.0689820255037646,0.0267223745484615,0.020825172999086,0.00189319754537146,952023.073793922
"97","48006",0,0,0,2.14495613564703e-05,0.00152291885630939,0.000300293858990584,0.00276699341498466,2026609.09874314
"98","48007",0,0,0,0,0,0.000618278976306666,0,1500265.74690164
"99","48008",0,0,0,0,0.000651847989048954,0.00960389370532125,0.00249875062468766,2053860.02325077
"100","48009",0.0015225003806251,4.35000108750027e-05,0,0.00204450051112513,0.0222937555734389,0.0284707571176893,0.0311025077756269,459368.569506948
"101","48010",0.00198123271864318,8.70871524678322e-05,0,0.011408416973286,0.0345300559534955,0.0396899697372145,0.0252770460037883,419592.984422733
"102","48011",0.000999000999000999,0.000369196021369934,4.34348260435217e-05,0.00912131346913956,0.0136385353776658,0.0189593015679972,0.00482126569083091,2942428.37306922
"103","48012",0.00091487322471029,0.000130696174958613,0,0.0149211466411083,0.0154221486451163,0.0169687200487932,0.00834277250152479,3894374.38751135
"104","48013",0.001519459940524,0.0001519459940524,2.17065705789142e-05,0.0171481907573422,0.0161496885107122,0.0123293320888233,0.0105710998719312,4356575.13644237
"105","48014",0,0,0,0.000870435653044349,0.000783392087739914,0.000544022283152718,0.000609304957131044,2634593.99370938
"106","48495",0,0,0,0,0,0.000111941969283124,8.95535754264989e-05,422110.449067635
"107","48496",0,0,0,0,0,8.717445788384e-05,0,319626.335952139
"108","48497",0,0,0,2.18045440669836e-05,0.00104661811521521,0.00713008590990362,0.0030526361693777,1069530.03727419
"109","48498",0.000627923090247705,0,0,0.00523990992551533,0.00980859172007622,0.0249220509267279,0.0107829551359778,1624747.19234894
"110","48499",0.00282467461921213,0.000825674119462008,0.000195554396714686,0.0151880581448406,0.024074919062208,0.0276818112682789,0.0151446016122374,2780420.20786095
"111","48500",0.000851231011000524,6.54793085385018e-05,0,0.0149511087829579,0.018923520167627,0.0198184040509866,0.0199275362318841,3804249.06957179
"112","48501",0.00417391304347826,0.0016304347826087,0.000108695652173913,0.0262391304347826,0.0243695652173913,0.018304347826087,0.0118695652173913,4886571.29421508
"113","48502",0.00245775061443765,0.00210975052743763,0.000239250059812515,0.0196185049046262,0.0144202536050634,0.0124192531048133,0.00241425060356265,3964396.62549081
"114","48503",0,0,0,0.000369565217391304,0,0,0,814403.636290413
"115","48504",0,0,0,0.000547309426857568,0,0,0,799575.4376357
"116","49019",0,0,0,0,9.01103852218968e-05,0.000630772696553278,0.000518134715025907,384259.798508512
"117","49020",0,0,0,0,0.00023817772388706,0.000779490732721289,0.00129915122120215,475369.930877522
"118","49021",0,0,0,0.000196044262437919,0.000457436612355145,0.0107170863466063,4.3565391652871e-05,1522713.14418335
"119","49022",0,0,0,0.000735453168937919,0.00473718364698248,0.0130651092364266,0.00668397144711226,1959518.72756417
