"","AA","A","B","C","D","E","FF","G","Volume"
"1","A",0,0,0,0,0,0,0,1388290.93505859
"2","B",0,0,0,0,0,0,0,1463419.96582031
"3","C",0,0.82828532402206,0.16497363722396,0.00204189140680724,0,0,0,166141.625976562
"4","D",0,0,0,0,0,0,0,14366612.3071289
"5","E",0,0,0,0,0,0,0,9646214.72167969
"6","FF",0,0,0,0,0,0,0,9345573.28857422
"7","G",0,0,0,0,0,0,0,7147078.04443359
