"ParticleSize","cumsum"
308,0.27751192137552
309,0.278418190760712
310,0.279321375493273
311,0.280221475573204
312,0.281118491000505
313,0.282012421775174
314,0.282903267897214
315,0.283791029366622
316,0.2846757061834
317,0.285557017860222
318,0.28643492120415
319,0.287309416215183
320,0.288180502893322
321,0.289048181238567
322,0.289912451250917
323,0.290773312930373
324,0.291630766276935
325,0.292484811290603
326,0.293335447971376
327,0.294182676319255
328,0.295026496334239
329,0.29586690801633
330,0.296704453798115
331,0.297541650725053
332,0.298378498797141
333,0.299214998014381
334,0.300051148376771
335,0.300886949884314
336,0.301722402537007
337,0.302557506334852
338,0.303392261277848
339,0.304226667365995
340,0.305060724599294
341,0.305894432977744
342,0.306727792501345
343,0.307560803170097
344,0.308393464984001
345,0.309225777943056
346,0.310057742047262
347,0.310889357296619
348,0.311720623691128
349,0.312551541230788
350,0.313382109915599
351,0.314212329745562
352,0.315039869986079
353,0.315864397885001
354,0.316685913442329
355,0.317504416658063
356,0.318319907532203
357,0.319132386064749
358,0.319941852255701
359,0.320748306105058
360,0.321551747612821
361,0.322352176778991
362,0.323149593603565
363,0.323943998086546
364,0.324735449800932
365,0.325524058449927
366,0.32630982403353
367,0.327092746551741
368,0.327872826004561
369,0.328650062391989
370,0.329424455714026
371,0.330196005970671
372,0.330964713161924
373,0.331730577287786
374,0.332493598348256
375,0.333253776343335
376,0.334011111273022
377,0.334766410778856
378,0.335520659712033
379,0.336273858072552
380,0.337026005860414
381,0.337777103075619
382,0.338527149718167
383,0.339276145788057
384,0.34002409128529
385,0.340770986209866
386,0.341516830561784
387,0.342261624341045
388,0.343005367547649
389,0.343748060181596
390,0.344489702242885
391,0.345230293731517
392,0.345969834647491
393,0.346708324990809
394,0.347445764761469
395,0.348182153959471
396,0.348917492584817
397,0.349651780637505
398,0.350385018117536
399,0.351117205024909
400,0.351848341359626
401,0.352578427121684
402,0.353307109575848
403,0.354033167110846
404,0.35475659972668
405,0.355477407423349
406,0.356195590200854
407,0.356911148059195
408,0.35762408099837
409,0.358334389018381
410,0.359042072119228
411,0.35974713030091
412,0.360449563563427
413,0.36114937190678
414,0.361846555330969
415,0.362541113835992
416,0.363233047421852
417,0.363922356088546
418,0.364609039836076
419,0.365294775163443
420,0.365980057516808
421,0.366664886896169
422,0.367349263301528
423,0.368033186732885
424,0.368716657190239
425,0.36939967467359
426,0.370082239182939
427,0.370764350718285
428,0.371446009279628
429,0.372127214866969
430,0.372807967480307
431,0.373488267119643
432,0.374168113784976
433,0.374847507476306
434,0.375526448193634
435,0.376204935936959
436,0.376882970706282
437,0.377560552501602
438,0.37823768132292
439,0.378914357170234
440,0.379589841316886
441,0.380263946749507
442,0.380936673468097
443,0.381608021472656
444,0.382277990763184
445,0.382946581339681
446,0.383613793202147
447,0.384279626350583
448,0.384944080784988
449,0.385607156505361
450,0.386268853511704
451,0.386929171804016
452,0.387588111382298
453,0.388245672246548
454,0.388901854396768
455,0.38955626085424
456,0.390207959959728
457,0.390856951713232
458,0.391503236114753
459,0.392146813164289
460,0.392787682861841
461,0.39342584520741
462,0.394061300200994
463,0.394694047842594
464,0.395324088132211
465,0.395951421069843
466,0.396576046655491
467,0.397197964889156
468,0.397817870359326
469,0.39843688328226
470,0.399055003657959
471,0.399672231486423
472,0.400288566767652
473,0.400904009501645
474,0.401518559688403
475,0.402132217327925
476,0.402744982420213
477,0.403356854965265
478,0.403967834963081
479,0.404577922413663
480,0.405187117317009
481,0.40579541967312
482,0.406402829481995
483,0.407009346743635
484,0.40761497145804
485,0.40821970362521
486,0.408823543245144
487,0.409426490317843
488,0.410028544843306
489,0.410629706821534
490,0.411229976252527
491,0.411829353136285
492,0.412427837472807
493,0.413025429262094
494,0.413622128504146
495,0.414217935198963
496,0.414812849346544
497,0.415406870946889
498,0.416
0,0
1,0
2,0
499,0.416
500,0.416
1000,0.7027979
2000,0.8699978
