"Month","x","Mean_zoo"
1,14.1924871716937,2.44976816074187
2,43.7991096172069,0.963420917053055
3,74.7947292199317,2.30808861411642
4,104.239151812054,5.40099605014596
5,135.103466771558,7.8069723510218
6,166.146716489961,24.4775030053237
7,196.754858665141,30.9161944015112
8,226.630526899215,22.4969946762837
9,255.657864154047,22.4308775545252
10,286.295614238973,12.2179289026275
11,316.455775866693,2.30508329040013
12,344.941159643132,1.20041215868108
