"","x","y"
"1",2.37107392675908,0.361567184042221
"2",9.56144561788511,0.361567184042221
"3",23.1989781922919,0.362753522894058
"4",27.9076944177754,0.362753522894058
"5",36.0238650390893,0.362753522894058
"6",49.6613976134961,0.368587876529503
"7",54.6658551639008,0.36304554476528
"8",63.7849746262516,0.361530681308319
"9",71.5796872856947,0.362552757857594
"10",78.7494856672611,0.371873122580743
"11",85.0552050473187,0.395186201966585
"12",88.4883760800988,0.406562887366252
"13",95.1592717048416,0.434098116306836
"14",96.2445137841174,0.445042852688654
"15",100.696063640104,0.470089811934873
"16",104.610135783843,0.490938956782284
"17",108.524207927582,0.507492946607147
"18",110.303799204499,0.530775607048069
"19",112.065388835551,0.545966828140566
"20",115.071663694966,0.558389925245443
"21",116.797250034289,0.575795645528035
"22",121.264229872446,0.599206065537617
"23",123.347277465368,0.624070511114322
"24",124.877417363873,0.641476231396914
"25",126.798450144013,0.660323809668662
"26",128.292586750789,0.678836779546301
"27",132.234947195172,0.70866559693377
"28",135.740124811411,0.728182391993734
"29",137.342271293375,0.746616272614584
"30",139.530757097792,0.760456892552682
"31",141.505794815526,0.778191137440398
"32",143.444829241531,0.790340464041005
"33",144.085173501577,0.801114854331277
"34",147.734364284735,0.819859008190301
"35",149.105061034152,0.842849646760002
"36",153.111713070909,0.865250157798276
"37",157.956727472226,0.888173874689156
"38",159.790323686737,0.908189540445789
"39",161.10701549856,0.924062145904469
"40",164.612193114799,0.938663239465539
"41",167.690474557674,0.944996463797653
"42",172.913523522151,0.965961200635756
"43",178.311445617885,0.989560218103835
"44",185.931285146071,1.01202765082093
"45",190.413694966397,1.01101774184962
"46",197.838088053765,1.00453242279292
"47",200.738924701687,0.992912385833897
"48",204.812439994514,0.980191183068815
"49",212.324269647511,0.956440070876141
"50",215.340831161706,0.924895624995247
"51",222.004011795364,0.903188665901123
"52",222.857804142093,0.882953983741074
"53",224.778836922233,0.858071286797417
"54",230.058462487999,0.836370411492277
"55",233.221608832808,0.803992486520605
"56",237.549718831436,0.779407895237154
"57",240.345117267865,0.74855700130041
"58",241.412357701276,0.732264614401849
"59",246.198223837608,0.717322828657688
"60",249.777979701001,0.677717362373286
"61",252.125908654506,0.653935831235693
"62",256.40001371554,0.619611093789212
"63",260.136641064326,0.59642577397203
"64",264.235872994102,0.565422785310691
"65",266.110615827733,0.541391818824764
"66",271.845425867508,0.510382746374442
"67",275.216876971609,0.477585039962889
"68",280.169901248114,0.446703727081226
"69",281.291146619119,0.422983033833471
"70",285.333801947607,0.4108580423888
"71",290.531134275134,0.389589116101508
"72",292.817343299959,0.374708168247184
"73",299.089631051982,0.360885799676038
"74",311.814223014676,0.361396837950676
"75",319.896962007955,0.36249800375674
"76",328.7126251543,0.36249800375674
"77",345.160986147305,0.361993049271086
"78",357.448395281854,0.360435599291238
