"DaysSince2014","temperature_fit"
491,8.57212084146757
492,8.58547675870145
493,8.60315417297175
494,8.61978938862814
495,8.63529305404766
496,8.64736757229173
497,8.66189980989089
498,8.67827732677859
499,8.69476646255296
500,8.70917591711061
501,8.72170969975349
502,8.73190939470383
503,8.75014895673974
504,8.76945179385302
505,8.78974345593286
506,8.8042602071125
507,8.81024625822852
508,8.81362056770342
509,8.8151805412992
510,8.83862371681611
511,8.86349949972475
512,8.8896815555669
513,8.91681680655545
514,8.94451455660635
515,8.97243613696405
516,9.00032216922713
517,9.02798982583922
518,9.05532060823877
519,9.08224212214426
520,9.10871393051731
521,9.13471772619373
522,9.16025099966835
523,9.18532100678547
524,9.20994091746818
525,9.23412740639537
526,9.25789902619483
527,9.2812751150079
528,9.3042750675589
529,9.32691785331676
530,9.34922170276297
531,9.36995523861092
532,9.39204399667146
533,9.41537836712556
534,9.43871133744527
535,9.46014097521446
536,9.47907345564935
537,9.49494040447558
538,9.51890656005352
539,9.54340722144911
540,9.55492709728859
541,9.56280651382744
542,9.56805209109673
543,9.581474856408
544,9.60421451889252
545,9.62726113631985
546,9.65062149089701
547,9.67429675250244
548,9.69827920083184
549,9.72254754261312
550,9.74706044576703
551,9.77174808174615
552,9.79650205614575
553,9.82116552818819
554,9.84552669591247
555,9.86932286037497
556,9.89228033406635
557,9.91419506600233
558,9.93506204225767
559,9.92944181207485
560,9.93056252092833
561,9.93754542254846
562,9.95396549913193
563,9.9758934239802
564,9.99757882096769
565,10.0190261965914
566,10.0354687954755
567,10.0549314754839
568,10.0767256894402
569,10.0999948190543
570,10.123101451638
571,10.1457799840848
572,10.1678847589555
573,10.1930099710445
574,10.2192290667947
575,10.2464182785002
576,10.2711697946664
577,10.2919002480127
578,10.311019171555
579,10.327926368319
580,10.3561872647939
581,10.3856450381438
582,10.4163878563873
583,10.4483060513688
584,10.4811923150827
585,10.5148100540766
586,10.5489324706783
587,10.5833614384813
588,10.6179353338722
589,10.6525252290396
590,10.6870301661217
591,10.7213725572406
592,10.7554937867967
593,10.7893503817701
594,10.8229108306738
595,10.8561530075239
596,10.8890621136741
597,10.9216290441139
598,10.9538490937517
599,10.9857209327891
600,11.0172457939225
601,11.0484268260538
602,11.079268579016
603,11.1097765916451
604,11.1399570616434
605,11.1698165804241
606,11.2009855656896
607,11.2332389171293
608,11.2668383490146
609,11.3000892342411
610,11.3323875992615
611,11.3678752207499
612,11.406781327364
613,11.4476231625569
614,11.4900012529789
615,11.5274480571911
616,11.5677176358841
617,11.6093433388918
618,11.6502812364161
619,11.6902668334594
620,11.7286601706643
621,11.7651806409819
622,11.7968248280624
623,11.8253736981712
624,11.8557046003302
625,11.8851355953047
626,11.9067282186959
627,11.9264764664261
628,11.9518954940717
629,11.9770535575911
630,12.0019176843466
631,12.0264489006528
632,12.0506015501725
633,12.0743218910649
634,12.0975462859418
635,12.1201988847207
636,12.1421883687856
637,12.1634034733514
638,12.1837107719685
639,12.2029531334398
640,12.2209523560317
641,12.2375224229415
642,12.2525034246488
643,12.2658292575595
644,12.2740945988495
645,12.279960220556
646,12.2872067359294
647,12.295284039746
648,12.3057725614429
649,12.3145021631358
650,12.3216628852727
651,12.3288749320002
652,12.3362777529097
653,12.3438459382732
654,12.3463207262018
655,12.3453535478632
656,12.3399198211268
657,12.3371820370034
658,12.3417377453869
659,12.3471187456762
660,12.3533816951053
661,12.3361448708964
662,12.3115127349185
663,12.27894515754
664,12.2643385733236
665,12.2754842380941
666,12.2892513198013
667,12.3051622320581
668,12.2734977670577
669,12.2417178584254
670,12.2138133904901
671,12.2185384209414
672,12.252203277084
673,12.2862705824513
674,12.3194249770747
675,12.3120196602786
676,12.3082307118577
677,12.3073272153536
678,12.3252201733094
679,12.3577948398891
680,12.3860986898595
681,12.4095128400974
682,12.4083242733555
683,12.4072760238102
684,12.4064337684373
685,12.4058705598012
686,12.405666875739
687,12.4059102420727
688,12.4066941416705
689,12.4081157642232
690,12.4102719123251
691,12.4132520299783
692,12.4171268310327
693,12.4219303786849
694,12.4276328072867
695,12.4341005618438
696,12.4410420558596
697,12.4479412044597
698,12.4539933162703
699,12.4580822800652
700,12.4588754786541
701,12.4551461587104
702,12.4464162787649
703,12.3992199045004
704,12.3476521858447
705,12.2927823651922
706,12.2518061755082
707,12.2236514211449
708,12.1919490126449
709,12.1568823952984
710,12.0913576220572
711,12.0244945781137
712,11.9837532943607
713,11.9410097308624
714,11.8965723405655
715,11.8383223281611
716,11.7659252462566
717,11.6919617369041
718,11.6177460679502
719,11.5445120343559
720,11.4729778832893
721,11.4033868573859
722,11.3356785368092
723,11.2696381750336
724,11.2049935062069
725,11.1414683010978
726,11.0788078974772
727,11.016787897837
728,10.9552131132942
729,10.8939186238766
730,10.8327670925076
731,10.7716438147756
732,10.7104503602238
733,10.6491047825498
734,10.5875398670764
735,10.5196403641974
736,10.445274746928
737,10.3623637965821
738,10.2815316450425
739,10.2088010150194
740,10.1313801887157
741,10.0367057391963
742,9.91849669807494
743,9.79003040398957
744,9.66001935425552
745,9.56842904259213
746,9.47342818461055
747,9.37766063354873
748,9.27319337398175
749,9.16903335899518
750,9.08145650761036
751,9.0066028177995
752,8.92739952700543
753,8.85213998880402
754,8.78077583633217
755,8.71374709628476
756,8.64938953400717
757,8.58639442119629
758,8.52476292069081
759,8.46449651643223
760,8.40559714159126
761,8.34806734653423
762,8.29191052248953
763,8.23713105477725
764,8.18373420297788
765,8.13172695478109
766,8.08111892831982
767,8.03192350275253
768,7.98415949134059
769,7.93785363949206
770,7.89304450725004
771,7.84978848332973
772,7.80816779448161
773,7.76830281415808
774,7.73036981334809
775,7.69462449134631
776,7.66142838919201
777,7.63126635709843
778,7.60472319587568
779,7.58235167631395
780,7.56434737147228
781,7.54685116326354
782,7.52831838687553
783,7.51173152419529
784,7.49706577525646
785,7.49051350853039
786,7.48616092649933
787,7.47730405960818
788,7.47112692544418
789,7.46778691198457
790,7.46909646448377
791,7.47351191238824
792,7.4771993896642
793,7.4787285287024
794,7.48802559221923
795,7.50006358443841
796,7.51418394347379
797,7.52665715602812
798,7.53540402114969
799,7.55022456678549
800,7.5719372296921
801,7.59396555489377
802,7.6157519532131
803,7.63450960389109
804,7.65668405562975
805,7.68129320833016
806,7.70515597263794
807,7.72833534983726
808,7.75436280584611
809,7.7873418881242
810,7.82455470074737
811,7.86481593680475
812,7.88544175872009
813,7.90444394664048
814,7.92188628779533
815,7.94878440758798
816,7.98594199305322
817,8.02221577958519
818,8.0571004940403
819,8.06928414830187
820,8.08043029235667
821,8.0909100542394
822,8.10166290787569
823,8.1135429315096
824,8.12712595764063
825,8.14272642042521
826,8.16047356242165
827,8.180382485508
828,8.2024027711815
829,8.22645442247522
830,8.25244757291365
831,8.28029245311353
832,8.30990429085379
833,8.34120479070046
834,8.37412108883434
835,8.40858755651605
836,8.4445458508111
837,8.481944214199
838,8.52073676114059
839,8.56088280737315
840,8.60234627018214
841,8.64509512860489
842,8.68910091568911
843,8.7343383260945
844,8.78078488551925
845,8.828420663413
846,8.87722802302293
847,8.92719136565388
848,8.97829683278791
849,9.03053226385965
850,9.08388709017283
851,9.13835220589872
852,9.19391985304859
853,9.25058351856015
854,9.30833827415077
855,9.36718185366648
856,9.42711305297015
857,9.48813121586044
858,9.55023619219045
859,9.6134283000951
860,9.6777082917748
861,9.74307729893342
862,9.80953673840009
863,9.87708836380197
864,9.9457342657572
865,10.0154768495828
866,10.0863188148574
867,10.1582631366416
868,10.2313131214014
869,10.3054726021258
870,10.3807456888115
871,10.4571366792513
872,10.5346500462364
873,10.6132904257156
874,10.6930626058109
875,10.7739717225919
876,10.8560238762006
877,10.9392255157929
878,11.0235832237708
879,11.1091037045864
880,11.1957937741662
881,11.2836603498854
882,11.3727103666425
883,11.4629505381664
884,11.5543875612797
885,11.6470281824955
886,11.7408791923188
887,11.8359474199046
888,11.9322397280472
