,Lon,Lat,Depth
60329981,-5.08125000000001,56.1854166666667,-34.693000793457
60339576,-5.10208333333333,56.1895833333333,-41.9799995422363
60339577,-5.09791666666666,56.1895833333333,-89.6429977416992
60339578,-5.09375,56.1895833333333,-137.231994628906
60339579,-5.08958333333334,56.1895833333333,-148.699005126953
60339580,-5.08541666666667,56.1895833333333,-119.615997314453
60339581,-5.08125000000001,56.1895833333333,-64.1679992675781
60339582,-5.07708333333335,56.1895833333333,-0.337000012397766
60349176,-5.10208333333333,56.19375,-15.08899974823
60349177,-5.09791666666666,56.19375,-57.5369987487793
60349178,-5.09375,56.19375,-121.264999389648
60349179,-5.08958333333334,56.19375,-152.035995483398
60349180,-5.08541666666667,56.19375,-128.022994995117
60349181,-5.08125000000001,56.19375,-101.827003479004
60349182,-5.07708333333335,56.19375,-60.6030006408691
60358777,-5.09791666666666,56.1979166666667,-27.9850006103516
60358778,-5.09375,56.1979166666667,-70.0080032348633
60358779,-5.08958333333334,56.1979166666667,-104.241996765137
60358780,-5.08541666666667,56.1979166666667,-110.444999694824
60358781,-5.08125000000001,56.1979166666667,-115.892997741699
60358782,-5.07708333333335,56.1979166666667,-125.06600189209
60358783,-5.07291666666666,56.1979166666667,-89.2080001831055
60368377,-5.09791666666666,56.2020833333333,-4.34999990463257
60368378,-5.09375,56.2020833333333,-25.4669990539551
60368379,-5.08958333333334,56.2020833333333,-47.5390014648438
60368380,-5.08541666666667,56.2020833333333,-72.8320007324219
60368381,-5.08125000000001,56.2020833333333,-104.175003051758
60368382,-5.07708333333335,56.2020833333333,-139.369995117188
60368383,-5.07291666666666,56.2020833333333,-144.498001098633
60368384,-5.06874999999999,56.2020833333333,-83.7600021362305
60377978,-5.09375,56.20625,-3.2960000038147
60377979,-5.08958333333334,56.20625,-19.9829998016357
60377980,-5.08541666666667,56.20625,-38.6800003051758
60377981,-5.08125000000001,56.20625,-78.7649993896484
60377982,-5.07708333333335,56.20625,-120.283996582031
60377983,-5.07291666666666,56.20625,-132.744003295898
60377984,-5.06874999999999,56.20625,-113.55899810791
60377985,-5.06458333333333,56.20625,-65.6839981079102
60377986,-5.06041666666667,56.20625,-3.33699989318848
60387580,-5.08541666666667,56.2104166666667,-19.9419994354248
60387581,-5.08125000000001,56.2104166666667,-59.2550010681152
60387582,-5.07708333333335,56.2104166666667,-97.0090026855469
60387583,-5.07291666666666,56.2104166666667,-110.291999816895
60387584,-5.06874999999999,56.2104166666667,-95.7639999389648
60387585,-5.06458333333333,56.2104166666667,-77.2089996337891
60387586,-5.06041666666667,56.2104166666667,-39.7690010070801
60387587,-5.05625000000001,56.2104166666667,-3.51099991798401
60397180,-5.08541666666667,56.2145833333333,-5.03599977493286
60397181,-5.08125000000001,56.2145833333333,-39.5219993591309
60397182,-5.07708333333335,56.2145833333333,-69.0220031738281
60397183,-5.07291666666666,56.2145833333333,-86.0090026855469
60397184,-5.06874999999999,56.2145833333333,-86.0199966430664
60397185,-5.06458333333333,56.2145833333333,-74.8190002441406
60397186,-5.06041666666667,56.2145833333333,-66.8809967041016
60397187,-5.05625000000001,56.2145833333333,-55.689998626709
60397188,-5.05208333333334,56.2145833333333,-23.9449996948242
60406781,-5.08125000000001,56.21875,-20.6180000305176
60406782,-5.07708333333335,56.21875,-57.0029983520508
60406783,-5.07291666666666,56.21875,-79.0609970092773
60406784,-5.06874999999999,56.21875,-86.4830017089844
60406785,-5.06458333333333,56.21875,-91.8050003051758
60406786,-5.06041666666667,56.21875,-98.2289962768555
60406787,-5.05625000000001,56.21875,-87.3249969482422
60406788,-5.05208333333334,56.21875,-58.9490013122559
60406789,-5.04791666666668,56.21875,-24.7000007629395
60406790,-5.04374999999999,56.21875,-4.52199983596802
60416382,-5.07708333333335,56.2229166666667,-25.3649997711182
60416383,-5.07291666666666,56.2229166666667,-53.1940002441406
60416384,-5.06874999999999,56.2229166666667,-70.8199996948242
60416385,-5.06458333333333,56.2229166666667,-90.2829971313477
60416386,-5.06041666666667,56.2229166666667,-108.083000183105
60416387,-5.05625000000001,56.2229166666667,-104.537002563477
60416388,-5.05208333333334,56.2229166666667,-81.068000793457
60416389,-5.04791666666668,56.2229166666667,-58.9679985046387
60416390,-5.04374999999999,56.2229166666667,-47.8059997558594
60416391,-5.03958333333333,56.2229166666667,-32.3629989624023
60416392,-5.03541666666666,56.2229166666667,-12.2489995956421
60425983,-5.07291666666666,56.2270833333333,-10.9329996109009
60425984,-5.06874999999999,56.2270833333333,-38.3870010375977
60425985,-5.06458333333333,56.2270833333333,-75.1920013427734
60425986,-5.06041666666667,56.2270833333333,-98.8830032348633
60425987,-5.05625000000001,56.2270833333333,-101.205001831055
60425988,-5.05208333333334,56.2270833333333,-92.1039962768555
60425989,-5.04791666666668,56.2270833333333,-86.5329971313477
60425990,-5.04374999999999,56.2270833333333,-90.7679977416992
60425991,-5.03958333333333,56.2270833333333,-85.8470001220703
60425992,-5.03541666666666,56.2270833333333,-63.7229995727539
60425993,-5.03125,56.2270833333333,-39.9300003051758
60425994,-5.02708333333334,56.2270833333333,-27.7730007171631
60425995,-5.02291666666667,56.2270833333333,-17.5960006713867
60435584,-5.06874999999999,56.23125,-19.367000579834
60435585,-5.06458333333333,56.23125,-59.6969985961914
60435586,-5.06041666666667,56.23125,-85.8239974975586
60435587,-5.05625000000001,56.23125,-90.5490036010742
60435588,-5.05208333333334,56.23125,-83.2229995727539
60435589,-5.04791666666668,56.23125,-78.3470001220703
60435590,-5.04374999999999,56.23125,-82.7190017700195
60435591,-5.03958333333333,56.23125,-81.6389999389648
60435592,-5.03541666666666,56.23125,-66.7300033569336
60435593,-5.03125,56.23125,-59.6139984130859
60435594,-5.02708333333334,56.23125,-68.3349990844727
60435595,-5.02291666666667,56.23125,-69.8809967041016
60435596,-5.01875000000001,56.23125,-51.9189987182617
60435597,-5.01458333333335,56.23125,-25.996000289917
60435598,-5.01041666666666,56.23125,-6.29199981689453
60445184,-5.06874999999999,56.2354166666667,-4.66699981689453
60445185,-5.06458333333333,56.2354166666667,-36.7050018310547
60445186,-5.06041666666667,56.2354166666667,-71.7990036010742
60445187,-5.05625000000001,56.2354166666667,-75.3160018920898
60445188,-5.05208333333334,56.2354166666667,-48.8190002441406
60445189,-5.04791666666668,56.2354166666667,-14.4870004653931
60445193,-5.03125,56.2354166666667,-2.41000008583069
60445194,-5.02708333333334,56.2354166666667,-26.1459999084473
60445195,-5.02291666666667,56.2354166666667,-47.5550003051758
60445196,-5.01875000000001,56.2354166666667,-60.226001739502
60445197,-5.01458333333335,56.2354166666667,-80.4509963989258
60445198,-5.01041666666666,56.2354166666667,-116.646003723145
60445199,-5.00624999999999,56.2354166666667,-113.457000732422
60445200,-5.00208333333333,56.2354166666667,-68.3789978027344
60454785,-5.06458333333333,56.2395833333333,-0.0570000000298023
60454786,-5.06041666666667,56.2395833333333,-26.8199996948242
60454787,-5.05625000000001,56.2395833333333,-35.0610008239746
60454788,-5.05208333333334,56.2395833333333,-4.97900009155273
60454796,-5.01875000000001,56.2395833333333,-0.565999984741211
60454797,-5.01458333333335,56.2395833333333,-43.3139991760254
60454798,-5.01041666666666,56.2395833333333,-108.675003051758
60454799,-5.00624999999999,56.2395833333333,-99.7839965820312
60454800,-5.00208333333333,56.2395833333333,-43.0449981689453
60483590,-5.04374999999999,56.2520833333333,-0.328000009059906
60493081,-5.49791666666667,56.25625,-14.28600025177
60493082,-5.49375000000001,56.25625,-4.30399990081787
60502681,-5.49791666666667,56.2604166666667,-23.9619998931885
60502682,-5.49375000000001,56.2604166666667,-16.5919990539551
60502791,-5.03958333333333,56.2604166666667,-1.03900003433228
60512281,-5.49791666666667,56.2645833333333,-19.7709999084473
60512282,-5.49375000000001,56.2645833333333,-15.8590002059937
60521881,-5.49791666666667,56.26875,-17.75
60521882,-5.49375000000001,56.26875,-11.5450000762939
