,Lon,Lat,Depth
60089934,-5.27708333333334,56.08125,-32.4650001525879
60089935,-5.27291666666667,56.08125,-34.0299987792969
60089936,-5.26875000000001,56.08125,-34.6980018615723
60089937,-5.26458333333335,56.08125,-34.5639991760254
60089938,-5.26041666666666,56.08125,-35.4280014038086
60089939,-5.25624999999999,56.08125,-27.4850006103516
60089940,-5.25208333333333,56.08125,-8.22900009155273
60099532,-5.28541666666666,56.0854166666667,-2.83200001716614
60099533,-5.28125,56.0854166666667,-14.6630001068115
60099534,-5.27708333333334,56.0854166666667,-21.5330009460449
60099535,-5.27291666666667,56.0854166666667,-24.8819999694824
60099536,-5.26875000000001,56.0854166666667,-24.173999786377
60099537,-5.26458333333335,56.0854166666667,-27.5909996032715
60099538,-5.26041666666666,56.0854166666667,-34.1520004272461
60099539,-5.25624999999999,56.0854166666667,-34.0530014038086
60099540,-5.25208333333333,56.0854166666667,-28.5240001678467
60099541,-5.24791666666667,56.0854166666667,-21.9519996643066
60099542,-5.24375000000001,56.0854166666667,-21.1200008392334
60099543,-5.23958333333334,56.0854166666667,-5.40299987792969
60109135,-5.27291666666667,56.0895833333333,-9.97900009155273
60109136,-5.26875000000001,56.0895833333333,-11.5459995269775
60109137,-5.26458333333335,56.0895833333333,-20.5160007476807
60109138,-5.26041666666666,56.0895833333333,-32.8629989624023
60109139,-5.25624999999999,56.0895833333333,-38.007999420166
60109140,-5.25208333333333,56.0895833333333,-38.060001373291
60109141,-5.24791666666667,56.0895833333333,-41.6730003356934
60109142,-5.24375000000001,56.0895833333333,-48.5750007629395
60109143,-5.23958333333334,56.0895833333333,-31.0200004577637
60109144,-5.23541666666668,56.0895833333333,-4.58900022506714
60118737,-5.26458333333335,56.09375,-2.64499998092651
60118738,-5.26041666666666,56.09375,-18.1700000762939
60118739,-5.25624999999999,56.09375,-35.7809982299805
60118740,-5.25208333333333,56.09375,-39.2939987182617
60118741,-5.24791666666667,56.09375,-47.5690002441406
60118742,-5.24375000000001,56.09375,-53.4459991455078
60118743,-5.23958333333334,56.09375,-51.3689994812012
60118744,-5.23541666666668,56.09375,-42.1549987792969
60118745,-5.23124999999999,56.09375,-24.9209995269775
60128339,-5.25624999999999,56.0979166666667,-23.4409999847412
60128340,-5.25208333333333,56.0979166666667,-39.0960006713867
60128341,-5.24791666666667,56.0979166666667,-29.5189990997314
60128342,-5.24375000000001,56.0979166666667,-44.8089981079102
60128343,-5.23958333333334,56.0979166666667,-69.1579971313477
60128344,-5.23541666666668,56.0979166666667,-56.7519989013672
60128345,-5.23124999999999,56.0979166666667,-40.0060005187988
60128346,-5.22708333333333,56.0979166666667,-24.5669994354248
60137940,-5.25208333333333,56.1020833333333,-27.0429992675781
60137941,-5.24791666666667,56.1020833333333,-12.8739995956421
60137942,-5.24375000000001,56.1020833333333,-18.5009994506836
60137943,-5.23958333333334,56.1020833333333,-39.984001159668
60137944,-5.23541666666668,56.1020833333333,-36.5250015258789
60137945,-5.23124999999999,56.1020833333333,-25.7749996185303
60137946,-5.22708333333333,56.1020833333333,-21.3920001983643
60137947,-5.22291666666666,56.1020833333333,-18.4969997406006
60137948,-5.21875,56.1020833333333,-6.26399993896484
60147540,-5.25208333333333,56.10625,-11.5369997024536
60147541,-5.24791666666667,56.10625,-20.1389999389648
60147542,-5.24375000000001,56.10625,-20.8250007629395
60147543,-5.23958333333334,56.10625,-18.8159999847412
60147544,-5.23541666666668,56.10625,-23.5650005340576
60147545,-5.23124999999999,56.10625,-27.9619998931885
60147546,-5.22708333333333,56.10625,-31.4039993286133
60147547,-5.22291666666666,56.10625,-31.0009994506836
60147548,-5.21875,56.10625,-21.443000793457
60147549,-5.21458333333334,56.10625,-4.88700008392334
60157140,-5.25208333333333,56.1104166666667,-8.38799953460693
60157141,-5.24791666666667,56.1104166666667,-26.0779991149902
60157142,-5.24375000000001,56.1104166666667,-36.5480003356934
60157143,-5.23958333333334,56.1104166666667,-38.5289993286133
60157144,-5.23541666666668,56.1104166666667,-34.8569984436035
60157145,-5.23124999999999,56.1104166666667,-32.7060012817383
60157146,-5.22708333333333,56.1104166666667,-27.0170001983643
60157147,-5.22291666666666,56.1104166666667,-21.1140003204346
60157148,-5.21875,56.1104166666667,-18.056999206543
60157149,-5.21458333333334,56.1104166666667,-20.4190006256104
60166740,-5.25208333333333,56.1145833333333,-0.386000007390976
60166741,-5.24791666666667,56.1145833333333,-20.992000579834
60166742,-5.24375000000001,56.1145833333333,-39.4500007629395
60166743,-5.23958333333334,56.1145833333333,-41.7939987182617
60166744,-5.23541666666668,56.1145833333333,-38.3380012512207
60166745,-5.23124999999999,56.1145833333333,-43.9609985351562
60166746,-5.22708333333333,56.1145833333333,-32.2799987792969
60166747,-5.22291666666666,56.1145833333333,-14.9519996643066
60166748,-5.21875,56.1145833333333,-8.97200012207031
60166749,-5.21458333333334,56.1145833333333,-5.34700012207031
60176342,-5.24375000000001,56.11875,-18.826000213623
60176343,-5.23958333333334,56.11875,-28.1219997406006
60176344,-5.23541666666668,56.11875,-33.2050018310547
60176345,-5.23124999999999,56.11875,-48.3120002746582
60176346,-5.22708333333333,56.11875,-47.3450012207031
60176347,-5.22291666666666,56.11875,-31.8889999389648
60176348,-5.21875,56.11875,-19.6630001068115
60176349,-5.21458333333334,56.11875,-11.9399995803833
60176350,-5.21041666666667,56.11875,-0.275000005960464
60185944,-5.23541666666668,56.1229166666667,-11.25
60185945,-5.23124999999999,56.1229166666667,-35.0530014038086
60185946,-5.22708333333333,56.1229166666667,-54.3320007324219
60185947,-5.22291666666666,56.1229166666667,-53.3779983520508
60185948,-5.21875,56.1229166666667,-39.2830009460449
60185949,-5.21458333333334,56.1229166666667,-34.3870010375977
60185950,-5.21041666666667,56.1229166666667,-12.6780004501343
60195546,-5.22708333333333,56.1270833333333,-23.4379997253418
60195547,-5.22291666666666,56.1270833333333,-36.2200012207031
60195548,-5.21875,56.1270833333333,-33.9949989318848
60195549,-5.21458333333334,56.1270833333333,-36.4150009155273
60195550,-5.21041666666667,56.1270833333333,-31.7600002288818
60195551,-5.20625000000001,56.1270833333333,-2.71399998664856
60205148,-5.21875,56.13125,-6.72900009155273
60205149,-5.21458333333334,56.13125,-33.2519989013672
60205150,-5.21041666666667,56.13125,-58.4039993286133
60205151,-5.20625000000001,56.13125,-50.5589981079102
60205152,-5.20208333333335,56.13125,-23.0270004272461
60205153,-5.19791666666666,56.13125,-10.6350002288818
60214749,-5.21458333333334,56.1354166666667,-31.863000869751
60214750,-5.21041666666667,56.1354166666667,-96.1139984130859
60214751,-5.20625000000001,56.1354166666667,-113.725997924805
60214752,-5.20208333333335,56.1354166666667,-82.8820037841797
60214753,-5.19791666666666,56.1354166666667,-55.1469993591309
60214754,-5.19374999999999,56.1354166666667,-30.1380004882812
60214755,-5.18958333333333,56.1354166666667,-11.8339996337891
60214756,-5.18541666666667,56.1354166666667,-5.27299976348877
60224350,-5.21041666666667,56.1395833333333,-55.6520004272461
60224351,-5.20625000000001,56.1395833333333,-87.4919967651367
60224352,-5.20208333333335,56.1395833333333,-72.802001953125
60224353,-5.19791666666666,56.1395833333333,-62.5260009765625
60224354,-5.19374999999999,56.1395833333333,-67.5609970092773
60224355,-5.18958333333333,56.1395833333333,-76.1080017089844
60224356,-5.18541666666667,56.1395833333333,-73.9690017700195
60224357,-5.18125000000001,56.1395833333333,-60.0970001220703
60224358,-5.17708333333334,56.1395833333333,-39.4939994812012
60224359,-5.17291666666668,56.1395833333333,-16.5170001983643
60224360,-5.16874999999999,56.1395833333333,-5.7519998550415
60224361,-5.16458333333333,56.1395833333333,-10.0939998626709
60224362,-5.16041666666666,56.1395833333333,-13.58899974823
60224363,-5.15625,56.1395833333333,-14.5109996795654
60224364,-5.15208333333334,56.1395833333333,-6.80200004577637
60233952,-5.20208333333335,56.14375,-20.496000289917
60233953,-5.19791666666666,56.14375,-59.8429985046387
60233954,-5.19374999999999,56.14375,-101.931999206543
60233955,-5.18958333333333,56.14375,-111.294998168945
60233956,-5.18541666666667,56.14375,-87.4670028686523
60233957,-5.18125000000001,56.14375,-66.6129989624023
60233958,-5.17708333333334,56.14375,-52.1570014953613
60233959,-5.17291666666668,56.14375,-43.5750007629395
60233960,-5.16874999999999,56.14375,-46.351001739502
60233961,-5.16458333333333,56.14375,-59.976001739502
60233962,-5.16041666666666,56.14375,-76.2259979248047
60233963,-5.15625,56.14375,-76.734001159668
60233964,-5.15208333333334,56.14375,-61.1020011901855
60233965,-5.14791666666667,56.14375,-46.9469985961914
60233966,-5.14375000000001,56.14375,-30.4720001220703
60233967,-5.13958333333335,56.14375,-8.31700038909912
60243553,-5.19791666666666,56.1479166666667,-10.5880002975464
60243554,-5.19374999999999,56.1479166666667,-64.1139984130859
60243555,-5.18958333333333,56.1479166666667,-87.4120025634766
60243556,-5.18541666666667,56.1479166666667,-66.6490020751953
60243557,-5.18125000000001,56.1479166666667,-51.6370010375977
60243558,-5.17708333333334,56.1479166666667,-44.7120018005371
60243559,-5.17291666666668,56.1479166666667,-43.7890014648438
60243560,-5.16874999999999,56.1479166666667,-49.8349990844727
60243561,-5.16458333333333,56.1479166666667,-63.9630012512207
60243562,-5.16041666666666,56.1479166666667,-85.109001159668
60243563,-5.15625,56.1479166666667,-92.2440032958984
60243564,-5.15208333333334,56.1479166666667,-86.0510025024414
60243565,-5.14791666666667,56.1479166666667,-87.4390029907227
60243566,-5.14375000000001,56.1479166666667,-78.9670028686523
60243567,-5.13958333333335,56.1479166666667,-52.6360015869141
60243568,-5.13541666666666,56.1479166666667,-23.6070003509521
60243569,-5.13124999999999,56.1479166666667,-8.6870002746582
60243570,-5.12708333333333,56.1479166666667,-4.48199987411499
60253155,-5.18958333333333,56.1520833333333,-4.4210000038147
60253156,-5.18541666666667,56.1520833333333,-7.40500020980835
60253160,-5.16874999999999,56.1520833333333,-9.49699974060059
60253161,-5.16458333333333,56.1520833333333,-34.6749992370605
60253162,-5.16041666666666,56.1520833333333,-48.2789993286133
60253163,-5.15625,56.1520833333333,-58.5950012207031
60253164,-5.15208333333334,56.1520833333333,-69.1279983520508
60253165,-5.14791666666667,56.1520833333333,-86.5289993286133
60253166,-5.14375000000001,56.1520833333333,-104.834999084473
60253167,-5.13958333333335,56.1520833333333,-96.5479965209961
60253168,-5.13541666666666,56.1520833333333,-71.5739974975586
60253169,-5.13124999999999,56.1520833333333,-71.9869995117188
60253170,-5.12708333333333,56.1520833333333,-80.7350006103516
60253171,-5.12291666666667,56.1520833333333,-55.2910003662109
60253172,-5.11875000000001,56.1520833333333,-17.5440006256104
60262764,-5.15208333333334,56.15625,-1.5789999961853
60262765,-5.14791666666667,56.15625,-22.1119995117188
60262766,-5.14375000000001,56.15625,-43.6839981079102
60262767,-5.13958333333335,56.15625,-69.6660003662109
60262768,-5.13541666666666,56.15625,-94.1999969482422
60262769,-5.13124999999999,56.15625,-106.670997619629
60262770,-5.12708333333333,56.15625,-120.542999267578
60262771,-5.12291666666667,56.15625,-109.236000061035
60262772,-5.11875000000001,56.15625,-79.5950012207031
60262773,-5.11458333333334,56.15625,-44.6020011901855
60262774,-5.11041666666668,56.15625,-14.7740001678467
60272368,-5.13541666666666,56.1604166666667,-4.09100008010864
60272369,-5.13124999999999,56.1604166666667,-66.0719985961914
60272370,-5.12708333333333,56.1604166666667,-130.977005004883
60272371,-5.12291666666667,56.1604166666667,-131.412994384766
60272372,-5.11875000000001,56.1604166666667,-112.588996887207
60272373,-5.11458333333334,56.1604166666667,-95.8460006713867
60272374,-5.11041666666668,56.1604166666667,-82.8040008544922
60272375,-5.10624999999999,56.1604166666667,-65.6169967651367
60272376,-5.10208333333333,56.1604166666667,-35.4869995117188
60272377,-5.09791666666666,56.1604166666667,-8.90799999237061
60281970,-5.12708333333333,56.1645833333333,-66.4700012207031
60281971,-5.12291666666667,56.1645833333333,-117.552001953125
60281972,-5.11875000000001,56.1645833333333,-107.210998535156
60281973,-5.11458333333334,56.1645833333333,-104.142997741699
60281974,-5.11041666666668,56.1645833333333,-107.49299621582
60281975,-5.10624999999999,56.1645833333333,-100.468002319336
60281976,-5.10208333333333,56.1645833333333,-72.7419967651367
60281977,-5.09791666666666,56.1645833333333,-40.1269989013672
60281978,-5.09375,56.1645833333333,-15.0200004577637
60281979,-5.08958333333334,56.1645833333333,-1.40799999237061
60291571,-5.12291666666667,56.16875,-12.8450002670288
60291572,-5.11875000000001,56.16875,-44.8549995422363
60291573,-5.11458333333334,56.16875,-73.9580001831055
60291574,-5.11041666666668,56.16875,-84.6259994506836
60291575,-5.10624999999999,56.16875,-86.5790023803711
60291576,-5.10208333333333,56.16875,-74.9209976196289
60291577,-5.09791666666666,56.16875,-58.5670013427734
60291578,-5.09375,56.16875,-46.1660003662109
60291579,-5.08958333333334,56.16875,-22.0400009155273
60301173,-5.11458333333334,56.1729166666667,-28.9759998321533
60301174,-5.11041666666668,56.1729166666667,-58.693000793457
60301175,-5.10624999999999,56.1729166666667,-71.911003112793
60301176,-5.10208333333333,56.1729166666667,-77.8359985351562
60301177,-5.09791666666666,56.1729166666667,-81.7409973144531
60301178,-5.09375,56.1729166666667,-85.2779998779297
60301179,-5.08958333333334,56.1729166666667,-35.0859985351562
60310774,-5.11041666666668,56.1770833333333,-10.1660003662109
60310775,-5.10624999999999,56.1770833333333,-45.6829986572266
60310776,-5.10208333333333,56.1770833333333,-75.3199996948242
60310777,-5.09791666666666,56.1770833333333,-105.502998352051
60310778,-5.09375,56.1770833333333,-122.208999633789
60310779,-5.08958333333334,56.1770833333333,-88.161003112793
60310780,-5.08541666666667,56.1770833333333,-16.4139995574951
60320375,-5.10624999999999,56.18125,-30.2479991912842
60320376,-5.10208333333333,56.18125,-66.9530029296875
60320377,-5.09791666666666,56.18125,-117.689002990723
60320378,-5.09375,56.18125,-153.397003173828
60320379,-5.08958333333334,56.18125,-148.914001464844
60320380,-5.08541666666667,56.18125,-82.4749984741211
60329975,-5.10624999999999,56.1854166666667,-11.6370000839233
60329976,-5.10208333333333,56.1854166666667,-57.7599983215332
60329977,-5.09791666666666,56.1854166666667,-107.430000305176
60329978,-5.09375,56.1854166666667,-151.393997192383
60329979,-5.08958333333334,56.1854166666667,-151.537994384766
60329980,-5.08541666666667,56.1854166666667,-113.611999511719
